id,product_kr,product_en,hook_key,hook_kr,overlay_text_kr,scene_kr,persona_kr,style_kr,color_kr,aspect_ratio,size,ig_format,image_prompt,negative_prompt,status,image_path
yg_0494,팟,Pod,before_after,비포·애프터,퇴근 전 vs 퇴근 후 내 모습,서재 책장 앞,게이머 청년,다크 무드 라이팅,딥 네이비,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 딥 네이비 fabric color, a young gamer with a controller, home library nook in front of bookshelves, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0495,팟엑스,Pod X,season_hook,시즌·타이밍,"이사 시즌, 소파 대신 이것",서재 책장 앞,낮잠 자는 사람,미니멀 제품 히어로,코발트 블루,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 코발트 블루 fabric color, a person napping, eyes closed, blissful, home library nook in front of bookshelves, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0496,프라임,Prime,fomo_scarcity,FOMO·희소성,한정 컬러 — 재입고 없음,캠핑·차박 텐트 안,다정한 커플,미니멀 제품 히어로,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 라벤더 fabric color, a cozy couple lounging together, inside a camping tent / car-camping setup, lantern light, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0497,펫,Pet,curiosity_gap,호기심 갭,사람을 망치는 소파가 있다는데…,캠핑·차박 텐트 안,제품 단독(인물 없음),골든아워 시네마틱,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 라벤더 fabric color, inside a camping tent / car-camping setup, lantern light, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0498,허기보,Hugibo,humor_relatable,유머·공감,결국 가족 모두가 노리는 자리,재택 홈오피스,반려견과 집사,미니멀 제품 히어로,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 크림 베이지 fabric color, a person with a small dog cuddling, work-from-home office corner, laptop on a low table, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0499,피라미드,Pyramid,humor_relatable,유머·공감,주말의 나: 요기보와 한 몸,게이밍 셋업 방,20대 1인 가구 여성,스플릿 비교 컷,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (삼각 쿠션형 빈백, 등·허리 받침용 보조 쿠션), 코발트 블루 fabric color, a young woman in her 20s living alone, relaxed, gaming room with RGB lights and a desk setup, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0500,허기보,Hugibo,humor_relatable,유머·공감,약속 취소되자마자 향한 곳,게이밍 셋업 방,다정한 커플,라이프스타일 와이드,테라코타,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 테라코타 fabric color, a cozy couple lounging together, gaming room with RGB lights and a desk setup, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0501,펫,Pet,price_value,가치·합리화,비싸 보이지만 1평도 안 차지,햇살 드는 거실 창가,아이와 부모 가족,로우앵글 임팩트,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 더스티 핑크 fabric color, a parent and a child playing, sunlit living room by a large window, soft daylight, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0502,미니,Mini,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,감성 카페 라운지,반려견과 집사,한 손 스케일 비교,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 오트밀 화이트 fabric color, a person with a small dog cuddling, trendy cafe lounge interior, warm wood tones, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0503,허기보,Hugibo,humor_relatable,유머·공감,약속 취소되자마자 향한 곳,감성 카페 라운지,다정한 커플,로우앵글 임팩트,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 코발트 블루 fabric color, a cozy couple lounging together, trendy cafe lounge interior, warm wood tones, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0504,라운저,Lounger,before_after,비포·애프터,딱딱한 거실 → 3초 만에 라운지로,키즈룸,20대 1인 가구 여성,라이프스타일 와이드,테라코타,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 테라코타 fabric color, a young woman in her 20s living alone, relaxed, bright kids room with toys, playful pastel palette, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0505,팟엑스,Pod X,curiosity_gap,호기심 갭,이걸 본 사람들이 소파를 버렸습니다,재택 홈오피스,낮잠 자는 사람,초근접 텍스처 클로즈업,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 오트밀 화이트 fabric color, a person napping, eyes closed, blissful, work-from-home office corner, laptop on a low table, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0506,미디,Midi,social_proof,사회적 증거,"리뷰 10,000개가 말하는 그 소파",한강 피크닉 잔디,다정한 커플,골든아워 시네마틱,딥 네이비,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 딥 네이비 fabric color, a cozy couple lounging together, Hangang river park lawn picnic, outdoor daytime, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0507,미디,Midi,asmr_sensory,감각·ASMR,푹— 몸이 그대로 녹아드는 소리,겨울 러그 깔린 마루,시니어 부모님,골든아워 시네마틱,더스티 핑크,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 더스티 핑크 fabric color, an elderly parent resting comfortably, winter living room with rug, cozy ondol floor warmth, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0508,서포트,Support,humor_relatable,유머·공감,결국 가족 모두가 노리는 자리,아늑한 원룸,반려견과 집사,스플릿 비교 컷,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 크림 베이지 fabric color, a person with a small dog cuddling, cozy compact studio apartment, minimal Korean interior, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0509,미니 K,Mini K,season_hook,시즌·타이밍,올여름 에어컨 앞 명당 자리,키즈룸,친구들 홈파티,골든아워 시네마틱,라벤더,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 라벤더 fabric color, a few friends hanging out, casual home party, bright kids room with toys, playful pastel palette, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0510,허기보,Hugibo,problem_agitate,문제 자극,원룸이라 소파는 포기했다고요?,펜션·풀빌라 거실,반려묘와 함께,탑다운 플랫레이,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 올리브 그린 fabric color, a person with a cat curled up nearby, vacation pension living room, premium resort vibe, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0511,미디,Midi,before_after,비포·애프터,혼자 살기 전 → 혼자 살고 난 후의 거실,한강 피크닉 잔디,20대 1인 가구 여성,한 손 스케일 비교,머스타드 옐로,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 머스타드 옐로 fabric color, a young woman in her 20s living alone, relaxed, Hangang river park lawn picnic, outdoor daytime, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0512,더블,Double,before_after,비포·애프터,퇴근 전 vs 퇴근 후 내 모습,감성 카페 라운지,반려견과 집사,로우앵글 임팩트,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 오트밀 화이트 fabric color, a person with a small dog cuddling, trendy cafe lounge interior, warm wood tones, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0513,온돌,Ondol,before_after,비포·애프터,퇴근 전 vs 퇴근 후 내 모습,발코니·테라스,제품 단독(인물 없음),라이프스타일 와이드,더스티 핑크,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 더스티 핑크 fabric color, apartment balcony with plants and city view, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0514,미니,Mini,season_hook,시즌·타이밍,환절기 허리에게 주는 선물,아늑한 원룸,제품 단독(인물 없음),파스텔 팝 컬러블록,코발트 블루,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 코발트 블루 fabric color, cozy compact studio apartment, minimal Korean interior, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0515,드롭,Drop,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,게이밍 셋업 방,제품 단독(인물 없음),라이프스타일 와이드,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 올리브 그린 fabric color, gaming room with RGB lights and a desk setup, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0516,맥스,Max,curiosity_gap,호기심 갭,사람을 망치는 소파가 있다는데…,캠핑·차박 텐트 안,낮잠 자는 사람,한 손 스케일 비교,크림 베이지,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 크림 베이지 fabric color, a person napping, eyes closed, blissful, inside a camping tent / car-camping setup, lantern light, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0517,온돌,Ondol,transformation,변신·다용도,"소파였다가, 침대였다가, 의자였다가",발코니·테라스,시니어 부모님,미니멀 제품 히어로,코발트 블루,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 코발트 블루 fabric color, an elderly parent resting comfortably, apartment balcony with plants and city view, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0518,팟엑스,Pod X,before_after,비포·애프터,소파 있을 때 vs 요기보 들인 후,키즈룸,재택근무 직장인,초근접 텍스처 클로즈업,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 딥 네이비 fabric color, a remote worker taking a break, bright kids room with toys, playful pastel palette, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0519,드롭,Drop,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,아늑한 원룸,반려견과 집사,탑다운 플랫레이,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 크림 베이지 fabric color, a person with a small dog cuddling, cozy compact studio apartment, minimal Korean interior, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0520,펫,Pet,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,발코니·테라스,반려묘와 함께,로우앵글 임팩트,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 딥 네이비 fabric color, a person with a cat curled up nearby, apartment balcony with plants and city view, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0521,미니,Mini,humor_relatable,유머·공감,주말의 나: 요기보와 한 몸,캠핑·차박 텐트 안,다정한 커플,초근접 텍스처 클로즈업,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 더스티 핑크 fabric color, a cozy couple lounging together, inside a camping tent / car-camping setup, lantern light, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0522,팟,Pod,transformation,변신·다용도,"낮엔 소파, 밤엔 침대",한강 피크닉 잔디,시니어 부모님,한 손 스케일 비교,올리브 그린,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 올리브 그린 fabric color, an elderly parent resting comfortably, Hangang river park lawn picnic, outdoor daytime, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0523,라운저,Lounger,fomo_scarcity,FOMO·희소성,"올여름 품절 1순위, 미리 보세요",게이밍 셋업 방,재택근무 직장인,초근접 텍스처 클로즈업,오트밀 화이트,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 오트밀 화이트 fabric color, a remote worker taking a break, gaming room with RGB lights and a desk setup, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0524,온돌,Ondol,before_after,비포·애프터,어제의 허리 vs 오늘의 허리,햇살 드는 거실 창가,반려견과 집사,초근접 텍스처 클로즈업,차콜 그레이,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 차콜 그레이 fabric color, a person with a small dog cuddling, sunlit living room by a large window, soft daylight, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0525,온돌,Ondol,problem_agitate,문제 자극,"비싼 소파, 커버는 왜 못 빨까?",아늑한 원룸,20대 1인 가구 여성,푹 꺼지는 모션 블러,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 올리브 그린 fabric color, a young woman in her 20s living alone, relaxed, cozy compact studio apartment, minimal Korean interior, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0526,온돌,Ondol,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,서재 책장 앞,책 읽는 학생,다크 무드 라이팅,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 올리브 그린 fabric color, a student reading a book, home library nook in front of bookshelves, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0527,펫,Pet,transformation,변신·다용도,접고 펴고 세우고 — 공간이 살아난다,무드등 켜진 밤 침실,반려견과 집사,미니멀 제품 히어로,크림 베이지,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 크림 베이지 fabric color, a person with a small dog cuddling, dim bedroom at night with warm mood lighting, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0528,더블,Double,fomo_scarcity,FOMO·희소성,한정 컬러 — 재입고 없음,키즈룸,낮잠 자는 사람,스플릿 비교 컷,올리브 그린,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 올리브 그린 fabric color, a person napping, eyes closed, blissful, bright kids room with toys, playful pastel palette, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0529,더블,Double,before_after,비포·애프터,딱딱한 거실 → 3초 만에 라운지로,미니멀 화이트 스튜디오,제품 단독(인물 없음),파스텔 팝 컬러블록,차콜 그레이,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 차콜 그레이 fabric color, clean white photo studio, seamless backdrop, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0530,허기보,Hugibo,aspiration,동경·라이프스타일,"남의 집 같던 그 무드, 우리집에",캠핑·차박 텐트 안,반려묘와 함께,푹 꺼지는 모션 블러,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 딥 네이비 fabric color, a person with a cat curled up nearby, inside a camping tent / car-camping setup, lantern light, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0531,키즈,Kids,transformation,변신·다용도,"낮엔 소파, 밤엔 침대",재택 홈오피스,친구들 홈파티,다크 무드 라이팅,테라코타,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 테라코타 fabric color, a few friends hanging out, casual home party, work-from-home office corner, laptop on a low table, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0532,라운저,Lounger,asmr_sensory,감각·ASMR,"오늘 밤, 여기로 사라지고 싶다",캠핑·차박 텐트 안,제품 단독(인물 없음),초근접 텍스처 클로즈업,오트밀 화이트,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 오트밀 화이트 fabric color, inside a camping tent / car-camping setup, lantern light, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0533,미디,Midi,asmr_sensory,감각·ASMR,"이 촉감, 화면으로도 느껴지나요?",미니멀 화이트 스튜디오,낮잠 자는 사람,탑다운 플랫레이,테라코타,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 테라코타 fabric color, a person napping, eyes closed, blissful, clean white photo studio, seamless backdrop, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
